2024-12-25 03:12:54,655 - Episode: 1, Reward: -25006.0, Epsilon: 0.0100
2024-12-25 03:12:54,658 - New best reward: -25006.0 at episode 1
2024-12-25 03:13:00,345 - Episode: 2, Reward: -1482.0, Epsilon: 0.0100
2024-12-25 03:13:00,347 - New best reward: -1482.0 at episode 2
2024-12-25 03:13:07,869 - Episode: 3, Reward: -1819.0, Epsilon: 0.0100
2024-12-25 03:13:09,466 - Episode: 4, Reward: -345.0, Epsilon: 0.0100
2024-12-25 03:13:09,468 - New best reward: -345.0 at episode 4
2024-12-25 03:13:28,092 - Episode: 5, Reward: -4525.0, Epsilon: 0.0100
2024-12-25 03:13:30,363 - Episode: 6, Reward: -586.0, Epsilon: 0.0100
2024-12-25 03:13:33,921 - Episode: 7, Reward: -891.0, Epsilon: 0.0100
2024-12-25 03:13:34,855 - Episode: 8, Reward: -234.0, Epsilon: 0.0100
2024-12-25 03:13:34,856 - New best reward: -234.0 at episode 8
2024-12-25 03:13:40,894 - Episode: 9, Reward: -1504.0, Epsilon: 0.0100
2024-12-25 03:13:42,189 - Episode: 10, Reward: -326.0, Epsilon: 0.0100
2024-12-25 03:13:43,508 - Episode: 11, Reward: -344.0, Epsilon: 0.0100
2024-12-25 03:13:44,396 - Episode: 12, Reward: -219.0, Epsilon: 0.0100
2024-12-25 03:13:44,397 - New best reward: -219.0 at episode 12
2024-12-25 03:13:45,068 - Episode: 13, Reward: -159.0, Epsilon: 0.0100
2024-12-25 03:13:45,070 - New best reward: -159.0 at episode 13
2024-12-25 03:13:45,689 - Episode: 14, Reward: -157.0, Epsilon: 0.0100
2024-12-25 03:13:45,690 - New best reward: -157.0 at episode 14
2024-12-25 03:13:46,258 - Episode: 15, Reward: -150.0, Epsilon: 0.0100
2024-12-25 03:13:46,260 - New best reward: -150.0 at episode 15
2024-12-25 03:13:46,858 - Episode: 16, Reward: -152.0, Epsilon: 0.0100
2024-12-25 03:13:47,483 - Episode: 17, Reward: -155.0, Epsilon: 0.0100
2024-12-25 03:13:47,838 - Episode: 18, Reward: -89.0, Epsilon: 0.0100
2024-12-25 03:13:47,840 - New best reward: -89.0 at episode 18
2024-12-25 03:13:48,258 - Episode: 19, Reward: -105.0, Epsilon: 0.0100
2024-12-25 03:13:48,629 - Episode: 20, Reward: -90.0, Epsilon: 0.0100
2024-12-25 03:13:49,227 - Episode: 21, Reward: -149.0, Epsilon: 0.0100
2024-12-25 03:13:49,536 - Episode: 22, Reward: -84.0, Epsilon: 0.0100
2024-12-25 03:13:49,537 - New best reward: -84.0 at episode 22
2024-12-25 03:13:49,855 - Episode: 23, Reward: -87.0, Epsilon: 0.0100
2024-12-25 03:13:50,261 - Episode: 24, Reward: -91.0, Epsilon: 0.0100
2024-12-25 03:13:51,590 - Episode: 25, Reward: -300.0, Epsilon: 0.0100
2024-12-25 03:13:52,215 - Episode: 26, Reward: -158.0, Epsilon: 0.0100
2024-12-25 03:13:55,369 - Episode: 27, Reward: -693.0, Epsilon: 0.0100
2024-12-25 03:13:56,106 - Episode: 28, Reward: -173.0, Epsilon: 0.0100
2024-12-25 03:13:56,996 - Episode: 29, Reward: -205.0, Epsilon: 0.0100
2024-12-25 03:13:57,742 - Episode: 30, Reward: -184.0, Epsilon: 0.0100
2024-12-25 03:13:58,197 - Episode: 31, Reward: -107.0, Epsilon: 0.0100
2024-12-25 03:13:59,003 - Episode: 32, Reward: -194.0, Epsilon: 0.0100
2024-12-25 03:13:59,692 - Episode: 33, Reward: -166.0, Epsilon: 0.0100
2024-12-25 03:14:00,338 - Episode: 34, Reward: -172.0, Epsilon: 0.0100
2024-12-25 03:14:00,909 - Episode: 35, Reward: -152.0, Epsilon: 0.0100
2024-12-25 03:14:01,528 - Episode: 36, Reward: -151.0, Epsilon: 0.0100
2024-12-25 03:14:02,163 - Episode: 37, Reward: -156.0, Epsilon: 0.0100
2024-12-25 03:14:02,776 - Episode: 38, Reward: -148.0, Epsilon: 0.0100
2024-12-25 03:14:03,272 - Episode: 39, Reward: -124.0, Epsilon: 0.0100
2024-12-25 03:14:03,860 - Episode: 40, Reward: -151.0, Epsilon: 0.0100
2024-12-25 03:14:04,202 - Episode: 41, Reward: -88.0, Epsilon: 0.0100
2024-12-25 03:14:04,579 - Episode: 42, Reward: -94.0, Epsilon: 0.0100
2024-12-25 03:14:05,176 - Episode: 43, Reward: -148.0, Epsilon: 0.0100
2024-12-25 03:14:05,542 - Episode: 44, Reward: -93.0, Epsilon: 0.0100
2024-12-25 03:14:05,881 - Episode: 45, Reward: -90.0, Epsilon: 0.0100
2024-12-25 03:14:06,487 - Episode: 46, Reward: -147.0, Epsilon: 0.0100
2024-12-25 03:14:07,067 - Episode: 47, Reward: -146.0, Epsilon: 0.0100
2024-12-25 03:14:07,468 - Episode: 48, Reward: -95.0, Epsilon: 0.0100
2024-12-25 03:14:08,089 - Episode: 49, Reward: -146.0, Epsilon: 0.0100
2024-12-25 03:14:08,704 - Episode: 50, Reward: -144.0, Epsilon: 0.0100
2024-12-25 03:14:09,285 - Episode: 51, Reward: -144.0, Epsilon: 0.0100
2024-12-25 03:14:09,738 - Episode: 52, Reward: -110.0, Epsilon: 0.0100
2024-12-25 03:14:10,182 - Episode: 53, Reward: -101.0, Epsilon: 0.0100
2024-12-25 03:14:10,641 - Episode: 54, Reward: -109.0, Epsilon: 0.0100
2024-12-25 03:14:11,033 - Episode: 55, Reward: -93.0, Epsilon: 0.0100
2024-12-25 03:14:11,606 - Episode: 56, Reward: -146.0, Epsilon: 0.0100
2024-12-25 03:14:12,231 - Episode: 57, Reward: -166.0, Epsilon: 0.0100
2024-12-25 03:14:12,802 - Episode: 58, Reward: -147.0, Epsilon: 0.0100
2024-12-25 03:14:13,325 - Episode: 59, Reward: -141.0, Epsilon: 0.0100
2024-12-25 03:14:13,915 - Episode: 60, Reward: -152.0, Epsilon: 0.0100
2024-12-25 03:14:14,472 - Episode: 61, Reward: -148.0, Epsilon: 0.0100
2024-12-25 03:14:15,017 - Episode: 62, Reward: -143.0, Epsilon: 0.0100
2024-12-25 03:14:15,473 - Episode: 63, Reward: -123.0, Epsilon: 0.0100
2024-12-25 03:14:16,034 - Episode: 64, Reward: -146.0, Epsilon: 0.0100
2024-12-25 03:14:16,664 - Episode: 65, Reward: -166.0, Epsilon: 0.0100
2024-12-25 03:14:17,199 - Episode: 66, Reward: -143.0, Epsilon: 0.0100
2024-12-25 03:14:17,720 - Episode: 67, Reward: -137.0, Epsilon: 0.0100
2024-12-25 03:14:18,278 - Episode: 68, Reward: -149.0, Epsilon: 0.0100
2024-12-25 03:14:18,800 - Episode: 69, Reward: -144.0, Epsilon: 0.0100
2024-12-25 03:14:19,335 - Episode: 70, Reward: -132.0, Epsilon: 0.0100
2024-12-25 03:14:19,882 - Episode: 71, Reward: -143.0, Epsilon: 0.0100
2024-12-25 03:14:20,451 - Episode: 72, Reward: -146.0, Epsilon: 0.0100
2024-12-25 03:14:20,989 - Episode: 73, Reward: -145.0, Epsilon: 0.0100
2024-12-25 03:14:21,617 - Episode: 74, Reward: -155.0, Epsilon: 0.0100
2024-12-25 03:14:22,175 - Episode: 75, Reward: -146.0, Epsilon: 0.0100
2024-12-25 03:14:22,704 - Episode: 76, Reward: -138.0, Epsilon: 0.0100
2024-12-25 03:14:23,246 - Episode: 77, Reward: -139.0, Epsilon: 0.0100
